D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_08_672.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_08_672.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_08_672.jpg,0,0,0,7.463641
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_08_786.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_08_786.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_08_786.jpg,0,0,0,7.373842
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_08_863.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_08_863.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_08_863.jpg,0,0,0,7.314579
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_08_988.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_08_988.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_08_988.jpg,0,0,0,7.226574
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_058.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_058.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_058.jpg,0,0.1688717,0,7.258463
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_133.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_133.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_133.jpg,-0.15,0.3965414,0,7.471672
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_215.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_215.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_215.jpg,-0.35,0.500155,0,7.874525
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_295.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_295.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_295.jpg,0,0.7399193,0,8.385825
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_375.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_375.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_375.jpg,0,0.9816535,0,9.15776
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_456.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_456.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_456.jpg,0,1,0,10.04922
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_539.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_539.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_539.jpg,0.05,1,0,10.93491
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_617.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_617.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_617.jpg,0.25,1,0,11.6289
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_695.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_695.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_695.jpg,0,1,0,12.48522
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_798.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_798.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_798.jpg,0,1,0,13.77601
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_868.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_868.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_868.jpg,0,1,0,14.63465
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_09_937.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_09_937.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_09_937.jpg,0,1,0,15.1483
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_004.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_004.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_004.jpg,-0.15,1,0,16.01099
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_071.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_071.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_071.jpg,-0.3,1,0,16.67864
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_154.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_154.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_154.jpg,0,1,0,17.47125
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_223.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_223.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_223.jpg,0,1,0,18.29061
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_305.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_305.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_305.jpg,0,1,0,19.11161
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_387.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_387.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_387.jpg,0,1,0,19.92796
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_467.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_467.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_467.jpg,0,1,0,20.73773
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_547.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_547.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_547.jpg,0,1,0,21.54051
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_629.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_629.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_629.jpg,0,1,0,22.33582
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_712.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_712.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_712.jpg,0,1,0,23.12395
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_792.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_792.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_792.jpg,-0.15,1,0,23.89688
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_867.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_867.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_867.jpg,0,1,0,24.64692
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_10_937.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_10_937.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_10_937.jpg,0,0.8325027,0,25.17435
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_038.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_038.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_038.jpg,0,1,0,25.98473
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_120.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_120.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_120.jpg,0,1,0,26.73923
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_199.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_199.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_199.jpg,0,1,0,27.49099
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_286.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_286.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_286.jpg,0,1,0,28.42274
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_367.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_367.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_367.jpg,0,1,0,29.16143
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_449.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_449.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_449.jpg,-0.15,1,0,29.88522
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_529.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_529.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_529.jpg,0,0.9378101,0,30.19072
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_597.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_597.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_597.jpg,0,0.9782339,0,30.19237
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_672.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_672.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_672.jpg,0,1,0,30.19054
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_767.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_767.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_767.jpg,0,1,0,30.19025
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_843.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_843.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_843.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_11_929.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_11_929.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_11_929.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_013.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_013.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_013.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_096.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_096.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_096.jpg,-0.05,1,0,30.18966
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_174.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_174.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_174.jpg,0,1,0,30.19088
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_242.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_242.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_242.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_319.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_319.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_319.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_403.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_403.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_403.jpg,0,1,0,30.19031
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_489.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_489.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_489.jpg,0,1,0,30.19029
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_569.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_569.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_569.jpg,0,1,0,30.19032
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_648.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_648.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_648.jpg,0,1,0,30.19031
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_732.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_732.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_732.jpg,-0.05,1,0,30.18971
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_813.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_813.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_813.jpg,-0.25,1,0,30.17478
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_892.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_892.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_892.jpg,0,1,0,30.18882
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_12_976.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_12_976.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_12_976.jpg,0,1,0,30.1901
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_046.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_046.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_046.jpg,0,1,0,30.19026
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_126.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_126.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_126.jpg,0,1,0,30.19029
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_203.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_203.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_203.jpg,0,0.767721,0,30.14057
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_278.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_278.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_278.jpg,0,0.5421155,0,30.08569
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_363.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_363.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_363.jpg,0,0.2868424,0,30.02325
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_432.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_432.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_432.jpg,0,0.08182611,0,29.94912
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_515.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_515.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_515.jpg,0,0,0,29.72602
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_587.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_587.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_587.jpg,0,0,0,29.48694
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_671.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_671.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_671.jpg,0,0,0,29.24983
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_748.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_748.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_748.jpg,-0.15,0.1191997,0,29.02532
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_828.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_828.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_828.jpg,0,0.3614379,0,28.95907
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_897.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_897.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_897.jpg,0,0.5666612,0,29.11376
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_13_973.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_13_973.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_13_973.jpg,0.15,0.795023,0,29.51061
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_053.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_053.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_053.jpg,0,1,0,30.10943
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_136.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_136.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_136.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_214.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_214.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_214.jpg,0,1,0,30.19027
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_283.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_283.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_283.jpg,0,1,0,30.19027
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_357.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_357.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_357.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_437.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_437.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_437.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_517.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_517.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_517.jpg,0,1,0,30.19029
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_608.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_608.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_608.jpg,0,1,0,30.19031
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_688.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_688.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_688.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_757.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_757.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_757.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_834.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_834.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_834.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_918.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_918.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_918.jpg,0,1,0,30.19031
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_14_995.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_14_995.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_14_995.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_074.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_074.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_074.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_143.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_143.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_143.jpg,-0.05,1,0,30.18974
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_215.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_215.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_215.jpg,-0.2,1,0,30.17985
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_293.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_293.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_293.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_364.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_364.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_364.jpg,0,1,0,30.19026
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_444.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_444.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_444.jpg,0,1,0,30.19029
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_516.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_516.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_516.jpg,0,1,0,30.1903
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_610.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_610.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_610.jpg,0,1,0,30.19028
D:\beta_simulator_windows\data\IMG\center_2021_01_02_11_40_15_685.jpg,D:\beta_simulator_windows\data\IMG\left_2021_01_02_11_40_15_685.jpg,D:\beta_simulator_windows\data\IMG\right_2021_01_02_11_40_15_685.jpg,0.1,1,0,30.1876
